ID,Name,Venue,Date,Time,Style,Location,Borough,Price,Description,Tickets
88,Juliana F. May: Optimistic Voices,Chocolate Factory Theater,"January 8, 2026",7:00 PM,Dance Theater,Long Island City,Queens,$18,"Acclaimed choreographer Juliana F. May is renowned for creating thrillingly elaborate cycles of song, text, and movement from the wreckage of difficult experience. InOptimistic Voices, May delves into the tangled contradictions of family, eroticism, and motherhood. Influenced by postmodern dance and musical theater, she uses repetition and off-kilter rhythms in pursuit of a new performative language. In this captivating ensemble work, May creates a dreamlike landscape from the quagmire of everyday life.",https://www.showpass.com/juliana-may/
89,Juliana F. May: Optimistic Voices,Chocolate Factory Theater,"January 9, 2026",7:00 PM,Dance Theater,Long Island City,Queens,$18,"Acclaimed choreographer Juliana F. May is renowned for creating thrillingly elaborate cycles of song, text, and movement from the wreckage of difficult experience. InOptimistic Voices, May delves into the tangled contradictions of family, eroticism, and motherhood. Influenced by postmodern dance and musical theater, she uses repetition and off-kilter rhythms in pursuit of a new performative language. In this captivating ensemble work, May creates a dreamlike landscape from the quagmire of everyday life.",https://www.showpass.com/juliana-may/
90,Juliana F. May: Optimistic Voices,Chocolate Factory Theater,"January 10, 2026",2:00 PM,Dance Theater,Long Island City,Queens,$18,"Acclaimed choreographer Juliana F. May is renowned for creating thrillingly elaborate cycles of song, text, and movement from the wreckage of difficult experience. InOptimistic Voices, May delves into the tangled contradictions of family, eroticism, and motherhood. Influenced by postmodern dance and musical theater, she uses repetition and off-kilter rhythms in pursuit of a new performative language. In this captivating ensemble work, May creates a dreamlike landscape from the quagmire of everyday life.",https://www.showpass.com/juliana-may/
91,Juliana F. May: Optimistic Voices,Chocolate Factory Theater,"January 10, 2026",6:00 PM,Dance Theater,Long Island City,Queens,$18,"Acclaimed choreographer Juliana F. May is renowned for creating thrillingly elaborate cycles of song, text, and movement from the wreckage of difficult experience. InOptimistic Voices, May delves into the tangled contradictions of family, eroticism, and motherhood. Influenced by postmodern dance and musical theater, she uses repetition and off-kilter rhythms in pursuit of a new performative language. In this captivating ensemble work, May creates a dreamlike landscape from the quagmire of everyday life.",https://www.showpass.com/juliana-may/
92,Ishmael Houston-Jones: OO-GA-LA Reimagined,Danspace Project,"January 8, 2026",7:00 PM,Contact Improvisation,East Village,Manhattan,$20,"Ishmael Houston-JonespresentsOO-GA-LA Reimagined(The Fred Holland and Ishmael Houston-Jones 1983 Duet Danced into the 21st Century). The 1983 Danspace Project festivalContact at 10th and 2ndcelebrated the 11th year that Steve Paxton named the form â€œContact Improvisation.â€ Fred Holland and Ishmael Houston-Jones were invited to perform a duet on the Partners Program alongside Paxton, Nancy Stark Smith, and more. Considering themselves to be the Black Punks of Contact Improv, Holland and Houston-Jones decided to perform their improvised duet by doing everything wrong.As part of Danspace's 50th anniversary in 2025, thepiece was reimaginedbythree extraordinary young dancers of colorâ€”Stephanie Hewett, Kris Lee and AJ Wilmoreâ€”who were invited by Houston-Jones to Queer the duet and bring it to a new generation.",https://ci.ovationtix.com/2742/production/1257364
93,Ishmael Houston-Jones: OO-GA-LA Reimagined,Danspace Project,"January 9, 2026",7:00 PM,Contact Improvisation,East Village,Manhattan,$20,"Ishmael Houston-JonespresentsOO-GA-LA Reimagined(The Fred Holland and Ishmael Houston-Jones 1983 Duet Danced into the 21st Century). The 1983 Danspace Project festivalContact at 10th and 2ndcelebrated the 11th year that Steve Paxton named the form â€œContact Improvisation.â€ Fred Holland and Ishmael Houston-Jones were invited to perform a duet on the Partners Program alongside Paxton, Nancy Stark Smith, and more. Considering themselves to be the Black Punks of Contact Improv, Holland and Houston-Jones decided to perform their improvised duet by doing everything wrong.As part of Danspace's 50th anniversary in 2025, thepiece was reimaginedbythree extraordinary young dancers of colorâ€”Stephanie Hewett, Kris Lee and AJ Wilmoreâ€”who were invited by Houston-Jones to Queer the duet and bring it to a new generation.",https://ci.ovationtix.com/2742/production/1257364
94,Ishmael Houston-Jones: OO-GA-LA Reimagined,Danspace Project,"January 10, 2026",7:00 PM,Contact Improvisation,East Village,Manhattan,$20,"Ishmael Houston-JonespresentsOO-GA-LA Reimagined(The Fred Holland and Ishmael Houston-Jones 1983 Duet Danced into the 21st Century). The 1983 Danspace Project festivalContact at 10th and 2ndcelebrated the 11th year that Steve Paxton named the form â€œContact Improvisation.â€ Fred Holland and Ishmael Houston-Jones were invited to perform a duet on the Partners Program alongside Paxton, Nancy Stark Smith, and more. Considering themselves to be the Black Punks of Contact Improv, Holland and Houston-Jones decided to perform their improvised duet by doing everything wrong.As part of Danspace's 50th anniversary in 2025, thepiece was reimaginedbythree extraordinary young dancers of colorâ€”Stephanie Hewett, Kris Lee and AJ Wilmoreâ€”who were invited by Houston-Jones to Queer the duet and bring it to a new generation.",https://ci.ovationtix.com/2742/production/1257364
95,Kimberly Bartosik: bLUr,L'Alliance,"January 9, 2026",9:00 PM,Contemporary,Upper East Side,Manhattan,$15,"Built in cycles of desire and fierce compassion, bLUr exists within a landscape of physical and emotional crisis. Five performers of exquisite humanity navigate urgent interventions as time warps and haunts, reminding us of our fragility, power, and need to care for and rescue one another.",https://www.tickettailor.com/events/lalliancenewyork/1949256
96,Kimberly Bartosik: bLUr,L'Alliance,"January 12, 2026",7:00 PM,Contemporary,Upper East Side,Manhattan,$15,"Built in cycles of desire and fierce compassion, bLUr exists within a landscape of physical and emotional crisis. Five performers of exquisite humanity navigate urgent interventions as time warps and haunts, reminding us of our fragility, power, and need to care for and rescue one another.",https://www.tickettailor.com/events/lalliancenewyork/1949256
97,The Grave's Tears,New York Live Arts,"January 12, 2026",7:30 PM,Contemporary,Chelsea,Manhattan,$30,"The Grave's Tears is a full-length choreographic work that confronts the legacy of the HIV/AIDS epidemic and the ongoing erasure of Black and queer lives. Expanding from Venom (2024), it explores generational trauma, systemic neglect, and the violence of being forgotten. Haunting and skeletal in movement, the piece is a physical elegy shaped by memory and spirit. Snow falls throughout as a metaphor for erased bodies and unmarked graves. Guided by the voices of Black queer cultural ancestors, the work is both a mourning and a refusal to disappearâ€”insisting on presence, resistance, and the power of remembrance.",https://newyorklivearts.my.salesforce-sites.com/ticket/#/instances/a0FVt00000DIaqLMAT
98,The Grave's Tears,New York Live Arts,"January 13, 2026",7:30 PM,Contemporary,Chelsea,Manhattan,$30,"The Grave's Tears is a full-length choreographic work that confronts the legacy of the HIV/AIDS epidemic and the ongoing erasure of Black and queer lives. Expanding from Venom (2024), it explores generational trauma, systemic neglect, and the violence of being forgotten. Haunting and skeletal in movement, the piece is a physical elegy shaped by memory and spirit. Snow falls throughout as a metaphor for erased bodies and unmarked graves. Guided by the voices of Black queer cultural ancestors, the work is both a mourning and a refusal to disappearâ€”insisting on presence, resistance, and the power of remembrance.",https://newyorklivearts.my.salesforce-sites.com/ticket/#/instances/a0FVt00000DINlKMAX
99,The Grave's Tears,New York Live Arts,"January 14, 2026",7:30 PM,Contemporary,Chelsea,Manhattan,$30,"The Grave's Tears is a full-length choreographic work that confronts the legacy of the HIV/AIDS epidemic and the ongoing erasure of Black and queer lives. Expanding from Venom (2024), it explores generational trauma, systemic neglect, and the violence of being forgotten. Haunting and skeletal in movement, the piece is a physical elegy shaped by memory and spirit. Snow falls throughout as a metaphor for erased bodies and unmarked graves. Guided by the voices of Black queer cultural ancestors, the work is both a mourning and a refusal to disappearâ€”insisting on presence, resistance, and the power of remembrance.",https://newyorklivearts.my.salesforce-sites.com/ticket/#/instances/a0FVt00000DIdLBMA1
100,Balanchine + Ratmanksy,New York City Ballet,"January 20, 2026",7:30 PM,Ballet,Lincoln Square,Manhattan,$54,"Two masterpieces from Balanchineâ€”the sweeping classic Serenade and the powerful parable Prodigal Sonâ€”usher in Ratmansky's staging of a suite of dances from Marius Petipa's Paquita, hailed upon its 2025 premiere as â€œa one-of-a-kind experienceâ€ (The New York Times).",https://tickets.nycballet.com/booking/production/9074
101,Balanchine + Ratmanksy,New York City Ballet,"January 21, 2026",7:30 PM,Ballet,Lincoln Square,Manhattan,$54,"Two masterpieces from Balanchineâ€”the sweeping classic Serenade and the powerful parable Prodigal Sonâ€”usher in Ratmansky's staging of a suite of dances from Marius Petipa's Paquita, hailed upon its 2025 premiere as â€œa one-of-a-kind experienceâ€ (The New York Times).",https://tickets.nycballet.com/booking/production/9075
102,Balanchine + Ratmanksy,New York City Ballet,"January 22, 2026",7:30 PM,Ballet,Lincoln Square,Manhattan,$54,"Two masterpieces from Balanchineâ€”the sweeping classic Serenade and the powerful parable Prodigal Sonâ€”usher in Ratmansky's staging of a suite of dances from Marius Petipa's Paquita, hailed upon its 2025 premiere as â€œa one-of-a-kind experienceâ€ (The New York Times).",https://tickets.nycballet.com/booking/production/9076
103,Balanchine + Ratmanksy,New York City Ballet,"January 31, 2026",2:00 PM,Ballet,Lincoln Square,Manhattan,$54,"Two masterpieces from Balanchineâ€”the sweeping classic Serenade and the powerful parable Prodigal Sonâ€”usher in Ratmansky's staging of a suite of dances from Marius Petipa's Paquita, hailed upon its 2025 premiere as â€œa one-of-a-kind experienceâ€ (The New York Times).",https://tickets.nycballet.com/booking/production/9085
104,Balanchine + Ratmanksy,New York City Ballet,"February 1, 2026",3:00 PM,Ballet,Lincoln Square,Manhattan,$54,"Two masterpieces from Balanchineâ€”the sweeping classic Serenade and the powerful parable Prodigal Sonâ€”usher in Ratmansky's staging of a suite of dances from Marius Petipa's Paquita, hailed upon its 2025 premiere as â€œa one-of-a-kind experienceâ€ (The New York Times).",https://tickets.nycballet.com/booking/production/9087
105,New Combinations,New York City Ballet,"January 29, 2026",7:30 PM,Ballet,Lincoln Square,Manhattan,$54,"A company tradition, the annual New Combinations program illuminates the wealth of diversity in the repertory. This year the program opens with Balanchine's Walpurgisnacht Ballet, an exhilarating dance highlighting a female cast of two dozen soaring and sweeping across the stage to music from the Gounod opera Faust. An excerpt from Flower Festival in Genzano has become a beloved staple of the international repertory, a joyous and romantic pas de deux exemplifying the fleet, buoyant choreography of the 19th-century Danish master August Bournonville. Jerome Robbins' Opus 19/The Dreamer finds mysterious and compelling dramatic nuances in its Prokofiev score. The program, which as always is timed to coincide with Balanchine's January birthday, invariably includes a premiere, in this case the latest ballet from Resident Choreographer and Artistic Advisor Justin Peck. ",https://tickets.nycballet.com/booking/production/9083
106,New Combinations,New York City Ballet,"January 30, 2026",7:30 PM,Ballet,Lincoln Square,Manhattan,$54,"A company tradition, the annual New Combinations program illuminates the wealth of diversity in the repertory. This year the program opens with Balanchine's Walpurgisnacht Ballet, an exhilarating dance highlighting a female cast of two dozen soaring and sweeping across the stage to music from the Gounod opera Faust. An excerpt from Flower Festival in Genzano has become a beloved staple of the international repertory, a joyous and romantic pas de deux exemplifying the fleet, buoyant choreography of the 19th-century Danish master August Bournonville. Jerome Robbins' Opus 19/The Dreamer finds mysterious and compelling dramatic nuances in its Prokofiev score. The program, which as always is timed to coincide with Balanchine's January birthday, invariably includes a premiere, in this case the latest ballet from Resident Choreographer and Artistic Advisor Justin Peck. ",https://tickets.nycballet.com/booking/production/9084
107,New Combinations,New York City Ballet,"February 3, 2026",7:30 PM,Ballet,Lincoln Square,Manhattan,$54,"A company tradition, the annual New Combinations program illuminates the wealth of diversity in the repertory. This year the program opens with Balanchine's Walpurgisnacht Ballet, an exhilarating dance highlighting a female cast of two dozen soaring and sweeping across the stage to music from the Gounod opera Faust. An excerpt from Flower Festival in Genzano has become a beloved staple of the international repertory, a joyous and romantic pas de deux exemplifying the fleet, buoyant choreography of the 19th-century Danish master August Bournonville. Jerome Robbins' Opus 19/The Dreamer finds mysterious and compelling dramatic nuances in its Prokofiev score. The program, which as always is timed to coincide with Balanchine's January birthday, invariably includes a premiere, in this case the latest ballet from Resident Choreographer and Artistic Advisor Justin Peck. ",https://tickets.nycballet.com/booking/production/9088
108,New Combinations,New York City Ballet,"February 4, 2026",7:30 PM,Ballet,Lincoln Square,Manhattan,$54,"A company tradition, the annual New Combinations program illuminates the wealth of diversity in the repertory. This year the program opens with Balanchine's Walpurgisnacht Ballet, an exhilarating dance highlighting a female cast of two dozen soaring and sweeping across the stage to music from the Gounod opera Faust. An excerpt from Flower Festival in Genzano has become a beloved staple of the international repertory, a joyous and romantic pas de deux exemplifying the fleet, buoyant choreography of the 19th-century Danish master August Bournonville. Jerome Robbins' Opus 19/The Dreamer finds mysterious and compelling dramatic nuances in its Prokofiev score. The program, which as always is timed to coincide with Balanchine's January birthday, invariably includes a premiere, in this case the latest ballet from Resident Choreographer and Artistic Advisor Justin Peck. ",https://tickets.nycballet.com/booking/production/9089
109,New Combinations,New York City Ballet,"February 7, 2026",7:30 PM,Ballet,Lincoln Square,Manhattan,$54,"A company tradition, the annual New Combinations program illuminates the wealth of diversity in the repertory. This year the program opens with Balanchine's Walpurgisnacht Ballet, an exhilarating dance highlighting a female cast of two dozen soaring and sweeping across the stage to music from the Gounod opera Faust. An excerpt from Flower Festival in Genzano has become a beloved staple of the international repertory, a joyous and romantic pas de deux exemplifying the fleet, buoyant choreography of the 19th-century Danish master August Bournonville. Jerome Robbins' Opus 19/The Dreamer finds mysterious and compelling dramatic nuances in its Prokofiev score. The program, which as always is timed to coincide with Balanchine's January birthday, invariably includes a premiere, in this case the latest ballet from Resident Choreographer and Artistic Advisor Justin Peck. ",https://tickets.nycballet.com/booking/production/9093
